"";"name";"name_url";"authors";"type";"description";"link_download_citations"
"3695";"Genetic control of resistance to soft rot caused by Erwinia carotovora subsp. carotovora in Zantedeschia spp. (Araceae), section Aestivae
    ";"https://link.springer.com/article/10.1023/B%3AEUPH.0000032734.83569.f4";"Ronald C. Snijder, Pim Lindhout, Jaap M. van Tuyl in Euphytica (2004)";"Article";"
      The pattern of heredity of resistance to Erwinia carotovora subsp. carotovora in Zantedeschia spp. is investigated. Four species with different resistance levels (Z. albomaculata, Z. elliotiana, Z. pentlandii, Z....
    ";"https://citation-needed.springer.com/v2/references/10.1023/B:EUPH.0000032734.83569.f4?format=refman&flavour=citation"
"3696";"Developing self-compatible diploid potato germplasm through recurrent selection";"https://link.springer.com/article/10.1007/s10681-021-02785-0";"Maher Alsahlany, Felix Enciso-Rodriguez, Marco Lopez-Cruz, Joseph Coombs… in Euphytica (2021)";"Article";"
      Most wild and cultivated diploid potato species are self-incompatible, preventing inbreeding and promoting outcrossing. To generate diploid inbred lines, the tuber bearing self-compatible species Solanum chacoens...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-021-02785-0?format=refman&flavour=citation"
"3697";"Intergeneric hybrids and an amphiploid between Elymus canadensis and Psathyrostachys juncea
    ";"https://link.springer.com/article/10.1007/BF00032989";"C. H. Park, P. D. Walton in Euphytica (1990)";"Article";"
      Fifty four hybrid plants between Elymus canadensis and Psathyrostachys juncea were obtained by handpollination and embryo culture. The average cross compatibility between both species was 31.2 percent. One amphip...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00032989?format=refman&flavour=citation"
"3698";"Quantitative analysis of allelic differences in the grain proteome between the Wxg2 and Wxg3 alleles in rice (Oryza sativa L.)";"https://link.springer.com/article/10.1007/s10681-020-02685-9";"Bin Teng, Ying Zhang, Chen Zhang in Euphytica (2020)";"Article";"
      The Wx gene is the major gene controlling amylose synthesis in rice endosperm. In a previous study, we were able to separate the Wxa allele into two functional Wx alleles, Wxg2 and Wxg3, according to their amylos...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-020-02685-9?format=refman&flavour=citation"
"3699";"Correction to: Female reproductive organs of Brassica napus are more sensitive than male to transient heat stress";"https://link.springer.com/article/10.1007/s10681-021-02892-y";"Sheng Chen, Renu Saradadevi, Miriam S. Vidotti, Roberto Fritsche-Neto… in Euphytica (2021)";"Article";"
      
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-021-02892-y?format=refman&flavour=citation"
"3700";"Plant pathosystems: An attempt to elucidate horizontal resistance";"https://link.springer.com/article/10.1007/BF00021680";"J. E. Parlevliet in Euphytica (1977)";"Article";"
      Resistance to parasites can be distinguished into true resistance and pseudo or escape resistance. In the former resistance mechanisms operate after intimate contact between the host tissue and the parasite ha...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021680?format=refman&flavour=citation"
"3701";"Evaluation of open pollinated varieties of maize for resistance to the maize weevil in a controlled temperature and humidity laboratory in Zimbabwe";"https://link.springer.com/article/10.1007/s10681-013-0900-8";"R. T. Masasa, P. S. Setimela, Z. A. Chiteka in Euphytica (2013)";"Article";"
      Maize weevil (Sitophilus zeamais Motschulsky) is one of the major maize storage pests among smallholder farmers in eastern and southern Africa (ESA), thereby, reducing total on-farm maize harvests. Experiments we...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-013-0900-8?format=refman&flavour=citation"
"3702";"Meta-analysis of constitutive and adaptive QTL for drought tolerance in maize";"https://link.springer.com/article/10.1007/s10681-009-0091-5";"Zhuanfang Hao, Xinhai Li, Xiulin Liu, Chuanxiao Xie, Mingshun Li, Degui Zhang… in Euphytica (2010)";"Article";"
      The response of plants to drought stress is very complex and involves expression of a lot of genes and pathways for diverse mechanisms and interactions with environments. Many quantitative trait loci(QTL) mapp...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-009-0091-5?format=refman&flavour=citation"
"3703";"Doubled haploids in tropical maize: II. Quantitative genetic parameters for testcross performance";"https://link.springer.com/article/10.1007/s10681-012-0626-z";"Vanessa Prigge, Raman Babu, Biswanath Das, M. Hernández Rodriguez… in Euphytica (2012)";"Article";"
      Single crosses (SC) of elite inbreds and open-pollinated populations (OP) are suitable source germplasm for doubled haploid (DH) line development in hybrid maize breeding, given that they combine a high popula...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-012-0626-z?format=refman&flavour=citation"
"3704";"Factor analysis to investigate genotype and genotype × environment interaction effects on pro-vitamin A content and yield in maize synthetics";"https://link.springer.com/article/10.1007/s10681-019-2505-3";"Wende Mengesha, Abebe Menkir, Silvestro Meseka, Bunmi Bossey, Agbona Afolabi… in Euphytica (2019)";"Article";"
      Vitamin A Deficiency (VAD) is a major public health problem in Sub-Saharan Africa affecting 33 million preschool-age children. Enrichment of maize varieties with provitamin A could provide sustainable and affo...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-019-2505-3?format=refman&flavour=citation"
"3705";"Genetic analysis and genotype × environment (G × E) for grey leaf spot disease resistance in elite African maize (Zea mays L.) germplasm";"https://link.springer.com/article/10.1007/s10681-011-0466-2";"Julia Sibiya, Pangirayi Tongoona, John Derera, Neil van Rij in Euphytica (2012)";"Article";"
      Maize grey leaf spot (GLS) disease remains an important foliar disease in sub-Saharan Africa accounting for more than 25% yield losses in maize. Information on inheritance of GLS resistance of germplasm adapte...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0466-2?format=refman&flavour=citation"
"3706";"Chickpea molecular breeding: New tools and concepts";"https://link.springer.com/article/10.1007/s10681-006-4261-4";"Teresa Millan, Heather J. Clarke, Kadambot H. M. Siddique… in Euphytica (2006)";"Article";"
      Chickpea is a cool season grain legume of exceptionally high nutritive value and most versatile food use. It is mostly grown under rain fed conditions in arid and semi-arid areas around the world. Despite grow...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-006-4261-4?format=refman&flavour=citation"
"3707";"Genetic relationships and heterotic structure of quality protein maize (Zea mays L.) inbred lines adapted to eastern and southern Africa";"https://link.springer.com/article/10.1007/s10681-018-2255-7";"Dagne Wegary, Bindiganavile S. Vivek, Maryke T. Labuschagne in Euphytica (2018)";"Article";"
      Information on heterotic patterns of quality protein maize (QPM) inbred lines would help to design appropriate breeding strategies for QPM. The objectives of this study were to assess the genetic relationships...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-018-2255-7?format=refman&flavour=citation"
"3708";"Evaluation of quality protein maize inbred lines for resistance to maize weevil Sitophilus zeamais (Coleoptera: curculionidae) and other important agronomic traits";"https://link.springer.com/article/10.1007/s10681-015-1412-5";"Girma Demissie, Bitew Tilahun, Midekissa Dida, Adefiris Teklewold… in Euphytica (2015)";"Article";"
      Searching new sources of resistance to the maize weevil are critical in a successful breeding program to address grain damage by postharvest pests. This study was undertaken to evaluate resistance in 28 qualit...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-015-1412-5?format=refman&flavour=citation"
"3709";"Combining ability and GGE biplot analyses for resistance to northern leaf blight in tropical and subtropical elite maize inbred lines";"https://link.springer.com/article/10.1007/s10681-012-0806-x";"Julia Sibiya, Pangirayi Tongoona, John Derera in Euphytica (2013)";"Article";"
      The incidence and severity of northern leaf blight (NLB) disease has increased in Southern Africa in the past years with previously resistant cultivars being affected; implying more resistant sources have to b...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-012-0806-x?format=refman&flavour=citation"
"3710";"Evaluation of grain yield and related agronomic traits of quality protein maize hybrids in Southern Africa";"https://link.springer.com/article/10.1007/s10681-017-2082-2";"P. S. Setimela, E. Gasura, A. T. Tarekegne in Euphytica (2017)";"Article";"
      Maize is the major staple food in southern Africa with human consumption averaging 91 kg capita−1 year−1, and normal maize is nutritionally deficient in two essential amino acids: tryptophan and lysine. Despite t...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-017-2082-2?format=refman&flavour=citation"
"3711";"Heterosis and combining ability of elite maize inbred lines under northern corn leaf blight disease prone environments of the mid-altitude tropics";"https://link.springer.com/article/10.1007/s10681-015-1619-5";"Wende Abera, Shimelis Hussein, John Derera, Mosisa Worku, Mark Laing in Euphytica (2016)";"Article";"
      Yields of maize (Zea mays L.) are remarkably low in sub-Saharan Africa and yet farmers have limited access to improved varieties. The objective of this study was to determine combining ability and heterosis of 18...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-015-1619-5?format=refman&flavour=citation"
"3712";"Low-nitrogen stress tolerance and nitrogen agronomic efficiency among maize inbreds: comparison of multiple indices and evaluation of genetic variation";"https://link.springer.com/article/10.1007/s10681-011-0409-y";"Yongshen Wu, Wenguo Liu, Xinhai Li, Mingshun Li, Degui Zhang, Zhuanfang Hao… in Euphytica (2011)";"Article";"
      Limited information is available on genetic variation in low-nitrogen (low-N) stress tolerance and N-use efficiency (NUE) among maize inbreds. To unveil this information, a panel of 189 diverse maize inbred li...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0409-y?format=refman&flavour=citation"
"3713";"Parental genome contribution in maize DH lines derived from six backcross populations using genotyping by sequencing";"https://link.springer.com/article/10.1007/s10681-014-1238-6";"Veronica Ogugo, Kassa Semagn, Yoseph Beyene, Steven Runo, Michael Olsen… in Euphytica (2015)";"Article";"
      Molecular characterization of doubled haploid (DH) maize lines and estimation of parental genome contribution (PGC) may be useful for choosing pairs of DH lines for hybrid make up and new pedigree starts. Six BC1";"https://citation-needed.springer.com/v2/references/10.1007/s10681-014-1238-6?format=refman&flavour=citation"
